,Application_date_cl,Area_acre_cl,Area_km2_cl,Award_date_cl,Code/Ref,Commodity_cl,Company_Name_cl,Department,Expiry_date_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl,License_type_cl,Location (Region),Location_state_cl,Year
1237,,0.0809,,2014-12-31,0308/2014,Gold,"TachiLate Stone Co.,Ltd",DOM,2015-12-30, TachiLate, SETCL-35,,Small,,Shan,2014-15
1238,,0.0809,,2014-12-31,0309/2014,Gold,"TachiLate Stone Co.,Ltd",DOM,2015-12-30, TachiLate, SETCL-35,,Small,,Shan,2014-15
1239,,0.0631,,2015-01-28,0027/2015,Gold,"Shwe Htoo San Co.,Ltd",DOM,2016-01-27, TachiLate, SETCL-37,,Small,,Shan,2014-15
1240,,0.0809,,2015-02-04,0053/2015,Gold,"Myint Oo Aung Co.,Ltd",DOM,2016-02-03, TachiLate, SETCL-40,,Small,,Shan,2014-15
1241,,0.0809,,2015-03-12,0073/2015,Gold,"Hein Myittar Co.,Ltd",DOM,2016-03-11, TachiLate, SETCL-43,,Small,,Shan,2014-15
1242,,0.0809,,2015-03-12,0074/2015,Gold,"Hein Myittar Co.,Ltd",DOM,2016-03-11, TachiLate, SETCL-43,,Small,,Shan,2014-15
1243,,0.0809,,2015-03-12,0071/2015,Gold,"Mahar Takhun Co.,Ltd",DOM,2016-03-11, TachiLate, SETCL-41,,Small,,Shan,2014-15
1244,,0.0809,,2015-03-12,0072/2015,Gold,"Mahar Takhun Co.,Ltd",DOM,2016-03-11, TachiLate, SETCL-41,,Small,,Shan,2014-15
1245,,0.4733,,2004-01-15,0014/2009,Clay,"No(3)Heavy Industry, Ministry of Industry",DOM,2015-01-14,ShweTaung,Sinthay,,Small,,Bago,2014-15
1246,,,,2004-08-18,0034/2009,Clay,"No(3)Heavy Industry, Ministry of Industry",DOM,2015-08-17,MinHla,Sein Kalant,,Small,,Bago,2014-15
1247,,,,2003-08-18,0035/2009,Clay,"No(3)Heavy Industry, Ministry of Industry",DOM,2014-08-17,TharYarWadi,NgatGyitaung-A,,Small,,Bago,2014-15
1248,,,,2003-08-18,0036/2009,Clay,"No(3)Heavy Industry, Ministry of Industry",DOM,2014-08-17,TharYarWadi,NgatGyitaung-B,,Small,,Bago,2014-15
1249,,0.0809,,2010-03-29,0651/2010,Gold,Shwe Kyin Thar,DOM,2013-09-28,Shwekyin ,KwinSate,,Small,,Bago,2014-15
1250,,0.0809,,2011-01-18,0085/2011,Gold,"Than Htike Lu Co.,Ltd",DOM,2014-01-17,KyoukGyi,ThdarMyoune,,Small,,Bago,2014-15
1251,,0.0809,,2011-12-07,0394/2011,Gold,Golden Target,DOM,2014-12-06,KyoukGyi,WinKaName,,Small,,Bago,2014-15
1252,,0.0809,,2014-12-07,0395/2011,Gold,Golden Target,DOM,2015-12-06,KyoukGyi,WinKaName,,Small,,Bago,2014-15
1253,,0.0809,,2011-12-07,0396/2011,Gold,Golden Target,DOM,2014-12-06,KyoukGyi,WinKaName,,Small,,Bago,2014-15
1254,,0.0809,,2011-12-07,0397/2011,Gold,Golden Target,DOM,2014-12-06,KyoukGyi,WinKaName,,Small,,Bago,2014-15
1255,,0.0809,,2012-02-22,0050/2012,Gold,"Shwe Kyun Gyi Co.,Ltd ",DOM,2015-02-21,KyoukGyi,MelKahtee,,Small,,Bago,2014-15
1256,,0.0809,,2014-04-09,0154/2014,Gold,"Shwe Khit ToeTapYae Co.,Ltd",DOM,2015-04-08,Shwekyin,TaungKalant,,Small,,Bago,2014-15
1257,,0.0809,,2014-12-17,0293/2014,Gold,"Shwe Pyi San Thar Co.,Ltd",DOM,2015-12-16,KyoukGyi,Tawpu,,Small,,Bago,2014-15
1258,,0.4847,,2014-12-31,0307/2014,Gold,"L Doe War Htoo Co.,Ltd",DOM,2015-12-30,KyoukGyi,KyoukPyin,,Small,,Bago,2014-15
1259,,0.2003,,2013-12-24,0204/2007,Antimony,"Golden Royal Land Co.,Ltd",DOM,2014-12-23,Manton,Farline,,Small,,Shan,2014-15
1260,,0.2003,,2014-12-24,0039/2008,Lead,"Golden Royal Land Co.,Ltd",DOM,2015-12-23,Manton,Nantnat,,Small,,Shan,2014-15
1261,,0.2003,,2014-10-03,0218/2008,Lead,"Khar San Co.,Ltd",DOM,2015-10-02,Monekoe,KaungLon,,Small,,Shan,2014-15
1262,,0.2003,,2014-10-03,0219/2008,Lead,"Khar San Co.,Ltd",DOM,2015-10-02,Monekoe,KharSan,,Small,,Shan,2014-15
1263,,2021.0,,2014-10-03,0221/2008,Lead,"Myanmar Golden Hight Land Co.,Ltd",DOM,2015-10-02,Khutkhai,LwalHtat,,Small,,Shan,2014-15
1264,,0.2003,,2015-01-01,0001/2009,Lead,"Thein Than Mining Co.,ltd",DOM,2015-12-31,NaungCho,Thanbo,,Small,,Shan,2014-15
1265,,0.2023,,2014-02-04,0021/2009,Zinc,"Ruby Garden Mining Co.,Ltd",DOM,2015-02-03,Tant Yan,Noung Main,,Small,,Shan,2014-15
1266,,0.2023,,2014-05-15,0068/2009,Antimony,"Shwe Aung Lin Co.,Ltd",DOM,2015-05-14,Manton,aungnan,,Small,,Shan,2014-15
1267,,0.2003,,2014-08-21,0118/2009,Lead,"Shwe Le Great Mining Co.,ltd",DOM,2015-08-20,Muse,mulon-pankhar,,Small,,Shan,2014-15
1268,,0.2003,,2014-09-04,122/2009,Lead,"Ingyin Shwe Sin Co.,Ltd",DOM,2015-09-03,Hsipaw,NampLan,,Small,,Shan,2014-15
1269,,0.2003,,2014-09-04,123/2009,Lead,"Ingyin Shwe Sin Co.,Ltd",DOM,2015-09-03,Hsipaw,ManPanChat,,Small,,Shan,2014-15
1270,,0.2003,,2014-11-27,0241/2009,Lead,"New Days Asia Mining Co.,Ltd",DOM,2015-11-26,Manton,NampNat,,Small,,Shan,2014-15
1271,,0.2003,,2014-11-27,0242/2009,Lead,"New Days Asia Mining Co.,Ltd",DOM,2015-11-26,Manton,NampNat,,Small,,Shan,2014-15
1272,,0.2003,,2014-11-27,0243/2009,Lead,"New Days Asia Mining Co.,Ltd",DOM,2015-11-26,Manton,NampNat,,Small,,Shan,2014-15
1273,,0.2003,,2014-11-27,0244/2009,Lead,"New Days Asia Mining Co.,Ltd",DOM,2015-11-26,Manton,NampNat,,Small,,Shan,2014-15
1274,,0.2003,,2014-11-27,0245/2009,Lead,"New Days Asia Mining Co.,Ltd",DOM,2015-11-26,Manton,NampNat,,Small,,Shan,2014-15
1275,,0.2003,,2015-02-11,0097/2010,Lead," Pan Khon Mining Co.,Ltd",DOM,2016-02-10,Hopan ,pharlin,,Small,,Shan,2014-15
1276,,0.2003,,2014-04-08,0204/2010,Lead,"Aung Thanlwin Mining Co.,Ltd",DOM,2015-04-07,KwanLon,NampKhanShan,,Small,,Shan,2014-15
1277,,0.2003,,2014-10-29,0765/2010,Lead,"Shwe Le Great Mining Co.,ltd",DOM,2015-10-28,Muse,mulon-pankhar-1,,Small,,Shan,2014-15
1278,,0.2003,,2014-10-29,0766/2010,Lead,"Shwe Le Great Mining Co.,ltd",DOM,2015-10-28,Muse,mulon-pankhar-2,,Small,,Shan,2014-15
1279,,0.2003,,2014-10-29,0767/2010,Lead,"Shwe Le Great Mining Co.,ltd",DOM,2015-10-28,Muse,mulon-pankhar-3,,Small,,Shan,2014-15
1280,,0.2003,,2014-12-29,0021/2010,Coal,"Tun Kywel Paw Industry Co.,Ltd",DOM,2015-12-28,KyoukMel,Narsai,,Small,,Shan,2014-15
1281,,0.2003,,2014-12-29,0022/2010,Coal,"Tun Kywel Paw Industry Co.,Ltd",DOM,2015-12-28,KyoukMel,Namptan,,Small,,Shan,2014-15
1282,,0.2003,,2015-01-11,0001/2011,Coal,"Shwe Ohh Pwint Production Co.,Ltd",DOM,2016-01-10,NaungCho,NaungHtoke,,Small,,Shan,2014-15
1283,,0.2003,,2015-01-27,0002/2011,Coal,"UE Export & Import Co.,Ltd",DOM,2016-01-26,Larshio,,,Small,,Shan,2014-15
1284,,0.2003,,2014-05-12,053/2011,Coal,"ShanYoma AyeChanYae Co.,Ltd",DOM,2015-05-11,Larshio,PharSo-matfine,,Small,,Shan,2014-15
1285,,0.2003,,2014-05-12,054/2011,Coal,"ShanYoma AyeChanYae Co.,Ltd",DOM,2015-05-11,Larshio,PharSo-matfine,,Small,,Shan,2014-15
1286,,0.2003,,2014-05-12,055/2011,Coal,"ShanYoma AyeChanYae Co.,Ltd",DOM,2015-05-11,Larshio,PharSo-matfine,,Small,,Shan,2014-15
1287,,0.2003,,2014-05-12,056/2011,Coal,"ShanYoma AyeChanYae Co.,Ltd",DOM,2015-05-11,Larshio,PharSo-matfine,,Small,,Shan,2014-15
1288,,0.2003,,2014-05-12,057/2011,Coal,"ShanYoma AyeChanYae Co.,Ltd",DOM,2015-05-11,Larshio,PharSo-matfine,,Small,,Shan,2014-15
1289,,0.2003,,2014-03-18,0250/2011,Lead,"New Days Asia Mining Co.,Ltd",DOM,2015-03-17,Manton,Mantmine,,Small,,Shan,2014-15
1290,,0.2003,,2014-09-01,0365/2011,Copper,"Shwe Hnin Mone Mining Co.,Ltd",DOM,2015-08-31,Larshio,LwalKan,,Small,,Shan,2014-15
1291,,0.2003,,2014-09-01,0366/2011,Copper,"Shwe Hnin Mone Mining Co.,Ltd",DOM,2015-08-31,Larshio,LwalKan,,Small,,Shan,2014-15
1292,,0.2003,,2015-01-09,0001/2012,Lead,"San Myanmar International Co.,Ltd",DOM,2016-01-08,NaungCho,Narmon,,Small,,Shan,2014-15
1293,,0.2003,,2015-01-09,0002/2012,Lead,"San Myanmar International Co.,Ltd",DOM,2016-01-08,Larshio,NampMaw,,Small,,Shan,2014-15
1294,,0.1983,,2012-04-02,0052/2012,Zinc,"Ruby Garden Mining Co.,Ltd",DOM,2015-04-01,Tant Yan,Noung Main,,Small,,Shan,2014-15
1295,,0.1862,,2012-04-02,0053/2012,Zinc,"Ruby Garden Mining Co.,Ltd",DOM,2015-04-01,Tant Yan,Noung Main,,Small,,Shan,2014-15
1296,,0.1983,,2012-04-02,0054/2012,Zinc,"Ruby Garden Mining Co.,Ltd",DOM,2015-04-01,Tant Yan,Noung Main,,Small,,Shan,2014-15
1297,,0.1619,,2012-04-02,0055/2012,Zinc,"Ruby Garden Mining Co.,Ltd",DOM,2015-04-01,Tant Yan,Noung Main,,Small,,Shan,2014-15
1298,,0.1639,,2012-04-02,0056/2012,Zinc,"Ruby Garden Mining Co.,Ltd",DOM,2015-04-01,Tant Yan,Noung Main,,Small,,Shan,2014-15
1299,,0.1659,,2012-04-02,0057/2012,Zinc,"Ruby Garden Mining Co.,Ltd",DOM,2015-04-01,Tant Yan,Noung Main,,Small,,Shan,2014-15
1300,,0.2003,,2012-04-02,0058/2012,Zinc,"Ruby Garden Mining Co.,Ltd",DOM,2015-04-01,Tant Yan,Noung Main,,Small,,Shan,2014-15
1301,,0.1619,,2012-04-02,0059/2012,Zinc,"Ruby Garden Mining Co.,Ltd",DOM,2015-04-01,Tant Yan,Noung Main,,Small,,Shan,2014-15
1302,,0.0809,,2012-11-08,0214/2012,Copper,"Lin Sein Mining Co.,Ltd",DOM,2015-11-07,Larshio,Namtoun,,Small,,Shan,2014-15
1303,,0.0809,,2012-11-08,0215/2012,Copper,"Lin Sein Mining Co.,Ltd",DOM,2015-11-07,Larshio,Namtoun,,Small,,Shan,2014-15
1304,,0.0809,,2012-11-08,0216/2012,Copper,"Lin Sein Mining Co.,Ltd",DOM,2015-11-07,Larshio,Namtoun,,Small,,Shan,2014-15
1305,,0.2599,,2013-03-25,0003/2013,Coal,"New Shine Seven Co.,Ltd",DOM,2016-03-24,Theinni,Minepar,,Small,,Shan,2014-15
1306,,0.1983,,2013-06-11,0013/2013,Coal,"ShanYoma AyeChanYae Co.,Ltd",DOM,2016-06-10,Larshio,KongPaung,,Small,,Shan,2014-15
1307,,0.2007,,2013-06-19,0019/2013,Coal,"Green Asia Co.,Ltd",DOM,2016-06-28,Larshio,Sanya,,Small,,Shan,2014-15
1308,,0.1975,,2014-02-05,0054/2014,Copper,"New Development Co.,Ltd",DOM,2017-02-04,KhoneKyan,HoneAi,,Small,,Shan,2014-15
1309,,0.1975,,2014-02-05,0055/2014,Copper,"New Development Co.,Ltd",DOM,2017-02-04,KhoneKyan,HoneAi,,Small,,Shan,2014-15
1310,,0.1975,,2014-02-05,0056/2014,Copper,"New Development Co.,Ltd",DOM,2017-02-04,KhoneKyan,HoneAi,,Small,,Shan,2014-15
1311,,0.1975,,2014-02-05,0057/2014,Copper,"New Development Co.,Ltd",DOM,2017-02-04,KhoneKyan,HoneAi,,Small,,Shan,2014-15
1312,,0.1914,,2014-02-13,0059/2014,Lead,"Shel San Mining Co.,Ltd",DOM,2017-02-12,Kyoukmel,PanWoo,,Small,,Shan,2014-15
1313,,0.089,,2014-04-30,0139/2014,Iron,"San Nadi Mining Co.,Ltd",DOM,2017-04-29,Kyoukmel,Manton,,Small,,Shan,2014-15
1314,,0.089,,2014-04-30,0140/2014,Iron,"San Nadi Mining Co.,Ltd",DOM,2017-04-29,Kyoukmel,Manton,,Small,,Shan,2014-15
1315,,0.2003,,2014-05-07,0141/2014,Lead and Zinc,"Hein Htike Mining Co.,Ltd",DOM,2017-05-06,Manton,LwelKyu,,Small,,Shan,2014-15
1316,,0.2003,,2014-07-06,0193/2014,Lead,"YadanarTun Co.,Ltd",DOM,2017-07-05,Lashio,Kha Shi ,,Small,,Shan,2014-15
1317,,0.1012,,2014-12-10,0290/2014,Lead,"Shwe Le Great Mining Co.,ltd",DOM,2015-12-09,Muse,MuuLon,,Small,,Shan,2014-15
1318,,0.5361,,2015-01-28,003/2015,Coal,"New Shine Seven Co.,Ltd",DOM,2020-01-27,Theinni,Minepar,,Small,,Shan,2014-15
1319,,0.0809,,2014-07-03,0150/2008,Gold,"Shwe Hnin Hmon Co.,Ltd",DOM,2015-07-02,Kutkai,Pankaine,,Small,,Shan,2014-15
1320,,0.0809,,2014-07-03,0151/2008,Gold,"Shwe Hnin Hmon Co.,Ltd",DOM,2015-07-02,Kutkai,Pankaine,,Small,,Shan,2014-15
1321,,0.0809,,2014-04-09,0230/2010,Gold,"Myanmar Ruby Gems Co.,Ltd",DOM,2015-04-08,Mabain,Yambo,,Small,,Shan,2014-15
1322,,0.0809,,2014-04-09,0231/2010,Gold,"Myanmar Ruby Gems Co.,Ltd",DOM,2015-04-08,Mabain,Yambo,,Small,,Shan,2014-15
1323,,0.0809,,2010-08-27,0555/2010,Gold,"Kan ThaYafu Co.,Ltd",DOM,2013-08-26,Mabain,Bahel,,Small,,Shan,2014-15
1324,,0.0809,,2010-08-27,0575/2010,Gold,"YaZar Co.,Ltd",DOM,2013-08-26,Mabain,Yambo,,Small,,Shan,2014-15
1325,,0.0809,,2011-01-18,0040/2011,Gold,"Phyo Family Co.,Ltd",DOM,2014-01-17,Mabain,Bahel,,Small,,Shan,2014-15
1326,,0.0809,,2011-01-18,0048/2011,Gold,"YaZar Co.,Ltd",DOM,2014-01-17,Mabain,Sipain,,Small,,Shan,2014-15
1327,,0.0809,,2011-01-18,0052/2011,Gold,"YaZarMin Shwe Co.,Ltd",DOM,2014-01-17,Kutkai,Pankai,,Small,,Shan,2014-15
1328,,0.0809,,2011-01-18,0053/2011,Gold,"YaZarMin Shwe Co.,Ltd",DOM,2014-01-17,Pankai,,,Small,,Shan,2014-15
1329,,0.0781,,2012-08-08,0125/2012,Gold,"Shwe Muu Myint Co.,Ltd",DOM,2013-08-07,Mabain,ChaungWa,,Small,,Shan,2014-15
1330,,0.0786,,2012-10-22,0207/2012,Gold,"Star Rays Co.,Ltd",DOM,2013-10-21,Manton,Manpoun,,Small,,Shan,2014-15
1331,,0.0809,,2013-01-10,0039/2014,Gold,"ThitsarPan Co.,Ltd",DOM,2014-10-09,Momeik,MoeMouk,,Small,,Shan,2014-15
1332,,0.0607,,2013-10-10,0040/2014,Gold,"Kana Thakdi Kyel Co.,Ltd",DOM,2014-10-09,Mongmit,MoeMouk,,Small,,Shan,2014-15
1333,,0.1335,,2014-03-06,0036/2009,Antimony,"Pyae Lyan Paine Mining Co.,Ltd",DOM,2015-03-05,Phalkhone,Hamphyu(1),,Small,,Shan,2014-15
1334,,0.1335,,2014-03-06,0037/2009,Antimony,"Pyae Lyan Paine Mining Co.,Ltd",DOM,2015-03-05,Phalkhone,Hamphyu(1),,Small,,Shan,2014-15
1335,,0.1012,,2013-11-18,0238/2009,Lead,"Top ten Stars Production Co.,Ltd",DOM,2014-11-17,LoiLin,taungNout,,Small,,Shan,2014-15
1336,,0.2003,,2014-11-27,0239/2009,Lead and Zinc,"Thein Than Mining Co.,Ltd",DOM,2015-11-26,Kalaw,KyoukHtet,,Small,,Shan,2014-15
1337,,0.2003,,2014-11-27,0240/2009,Lead and Zinc,"Thein Than Mining Co.,Ltd",DOM,2015-11-26,Kalaw,KyoukHtet,,Small,,Shan,2014-15
1338,,0.2003,,2012-12-02,0312/2009,Lead,"Htoo San Co.,Ltd",DOM,2013-12-01,LoiLin,LoiSanfu,,Small,,Shan,2014-15
1339,,0.2003,,2015-01-19,0001/2010,Lead,"Earth Dragon Mining Co.,Ltd",DOM,2016-01-18,Kalaw,KyoukHtet,,Small,,Shan,2014-15
1340,,0.2003,,2010-08-04,0002/2010,Manganese Dioxide,"EastenAsia Power Co.,Ltd",DOM,2013-08-03,Hopone,KoneNyo,,Small,,Shan,2014-15
1341,,0.2003,,2015-01-29,0024/2010,Lead,"Shan Taung Mining Co.,Ltd",DOM,2016-01-28,Kalaw,BawSai,,Small,,Shan,2014-15
1342,,0.2003,,2015-03-05,0181/2010,Lead,"Shwe Lar Taung Co.,Ltd",DOM,2016-03-04,YwarNgan,Htminpound,,Small,,Shan,2014-15
1343,,0.2003,,2014-03-12,0183/2010,Lead and Zinc,"Khaing  Si Hein Co.,ltd",DOM,2015-03-11,YwarNgan,PelKin,,Small,,Shan,2014-15
1344,,0.1943,,2014-04-08,0203/2010,Lead,"Ngwe Htike San Production Co.,Ltd",DOM,2015-04-07,Kalaw,Thila,,Small,,Shan,2014-15
1345,,0.1821,,2010-05-27,0366/2010,Lead,"Yadannar Kabar Mining Co.,Ltd",DOM,2013-05-26,LoiLin,taungNout,,Small,,Shan,2014-15
1346,,0.2003,,2014-08-20,0543/2010,Lead and Zinc,"Su Myat Tun Mining Co.,Ltd",DOM,2015-08-19,YwarNgan,Dokehtoyae,,Small,,Shan,2014-15
1347,,0.1821,,2010-10-29,0768/2010,Lead,"Yadanar Kabar Mining Co.,Ltd",DOM,2013-10-28,LoiLin,taungNout,,Small,,Shan,2014-15
1348,,0.996,,2015-02-25,0008/2011,Gypsum,"Ruby Dragon Mining Co.,Ltd",DOM,2016-02-24,Moukmel,Namplouk,,Small,,Shan,2014-15
1349,,0.063,,2011-12-01,068/2011,Coal,"Mega Stength Co.,Ltd",DOM,2014-11-30,Pinlaung,Burmit,,Small,,Shan,2014-15
1350,,0.2023,,2011-12-01,069/2011,Coal,"Mega Stength Co.,Ltd",DOM,2014-11-30,Pinlaung,Burmit,,Small,,Shan,2014-15
1351,,0.2003,,2011-12-01,070/2011,Coal,"Mega Stength Co.,Ltd",DOM,2014-11-30,Pinlaung,Burmit,,Small,,Shan,2014-15
1352,,0.1088,,2011-12-01,071/2011,Coal,"Mega Stength Co.,Ltd",DOM,2014-11-30,Pinlaung,Burmit,,Small,,Shan,2014-15
1353,,0.1653,,2011-12-01,072/2011,Coal,"Mega Stength Co.,Ltd",DOM,2014-11-30,Pinlaung,Pinkhar,,Small,,Shan,2014-15
1354,,0.0111,,2011-12-01,073/2011,Coal,"Mega Stength Co.,Ltd",DOM,2014-11-30,Pinlaung,Pinkhar,,Small,,Shan,2014-15
1355,,0.0609,,2011-12-01,0174/2011,Coal,"Mega Stength Co.,Ltd",DOM,2014-11-30,Pinlaung,Pinkhar,,Small,,Shan,2014-15
1356,,0.0912,,2011-12-01,075/2011,Limestone,"Mega Stength Co.,Ltd",DOM,2014-11-30,Pinlaung,phayartaung,,Small,,Shan,2014-15
1357,,0.1295,,2011-12-01,076/2011,Limestone,"Mega Stength Co.,Ltd",DOM,2014-11-30,Pinlaung,Yaegaungto,,Small,,Shan,2014-15
1358,,0.0828,,2015-02-03,0114/2011,Copper,"Pyiton Yadanar Mining Co.,Ltd",DOM,2016-02-02,Kalaw,Snake Mautain,,Small,,Shan,2014-15
1359,,0.0828,,2015-02-03,0115/2011,Copper,"Pyiton Yadanar Mining Co.,Ltd",DOM,2016-02-02,Kalaw,TaungPat,,Small,,Shan,2014-15
1360,,0.0288,,2014-02-16,0179/2011,Antimony,"Flower Six Mining Co.,Ltd",DOM,2015-02-15,Hopone,ChinKone,,Small,,Shan,2014-15
1361,,0.2003,,2014-03-01,0241/2011,Antimony,"Kayar Golden Gate Mining Co.,Ltd",DOM,2015-02-28,Phalkhone,Hanphyu,,Small,,Shan,2014-15
1362,,0.2003,,2015-03-16,0245/2011,Antimony,"Thay Char Taw Mining Co.,Ltd",DOM,2016-03-15,Pintaya,MelNelTaung,,Small,,Shan,2014-15
1363,,0.1012,,2011-03-18,0246/2011,Lead,"Sai Khan Naw Mining Co.,Ltd",DOM,2014-03-17,LoiLin,taungNout,,Small,,Shan,2014-15
1364,,0.2003,,2015-03-18,0251/2011,Lead and Zinc,"Minthar Gyi Production Co.,Ltd",DOM,2016-03-17,Hopone,Lonedar,,Small,,Shan,2014-15
1365,,0.2003,,2014-03-29,0351/2011,Lead,"Aye Thitsar Industry Co.,Ltd",DOM,2015-03-28,Kalaw,KyoukHtet,,Small,,Shan,2014-15
1366,,0.2003,,2014-03-29,0356/2011,Lead and Zinc,"Myanmar National Treasure Mining Co.,Ltd",DOM,2015-03-28,LoiLin,NaungLaiMu Phate,,Small,,Shan,2014-15
1367,,0.2003,,2014-03-29,0357/2011,Lead and Zinc,"Myanmar National Treasure Mining Co.,Ltd",DOM,2015-03-28,LoiLin,NaungLaiMu Phate,,Small,,Shan,2014-15
1368,,0.2003,,2014-03-29,0358/2011,Lead and Zinc,"Myanmar National Treasure Mining Co.,Ltd",DOM,2015-03-28,LoiLin,NaungLaiMu Phate,,Small,,Shan,2014-15
1369,,0.2003,,,0359/2011,,"Aung KyoKyar Co.,Ltd",DOM,,YwarNgan,YaeOo,,Small,,Shan,2014-15
1370,,0.2003,,2014-03-29,0362/2011,Lead,"Kaung Taw InnAr Kyel Co.,Ltd",DOM,2015-03-28,Kalaw,KyoukHtet,,Small,,Shan,2014-15
1371,,0.2003,,2014-03-29,0363/2011,Lead,"Kaung Taw InnAr Kyel Co.,Ltd",DOM,2015-03-28,Kalaw,KyoukHtet,,Small,,Shan,2014-15
1372,,0.2003,,2014-09-30,0367/2011,Lead,"Pyae Lyan Paine Mining Co.,Ltd",DOM,2015-09-29,Kalaw,PhyuYae,,Small,,Shan,2014-15
1373,,0.2003,,2014-10-21,0372/2011,Antimony,"Ruby Dragon Mining Co.,Ltd",DOM,2015-10-20,Hopone,Laiharmyar,,Small,,Shan,2014-15
1374,,0.2003,,2014-10-21,0373/2011,Antimony,"Ruby Dragon Mining Co.,Ltd",DOM,2015-10-20,Hopone,Laiharmyar,,Small,,Shan,2014-15
1375,,0.3066,,2012-02-01,0003/2012,Limestone,"Dragon Cement Co.,Ltd",DOM,2015-03-31,Kalaw,SaungBwe,,Small,,Shan,2014-15
1376,,0.2023,,2012-11-08,0048/2012,Coal,"TunYaZa(Mandalay)Mining Co.,Ltd",DOM,2015-11-07,LoiLin,NaungHe,,Small,,Shan,2014-15
1377,,0.2023,,2012-11-08,0049/2012,Coal,"TunYaZa(Mandalay)Mining Co.,Ltd",DOM,2015-11-07,LoiLin,NaungHe,,Small,,Shan,2014-15
1378,,0.2023,,2012-11-08,0050/2012,Coal,"TunYaZa(Mandalay)Mining Co.,Ltd",DOM,2015-11-07,LoiLin,NaungHe,,Small,,Shan,2014-15
1379,,0.2023,,2012-11-08,0051/2012,Coal,"TunYaZa(Mandalay)Mining Co.,Ltd",DOM,2015-11-07,LoiLin,NaungHe,,Small,,Shan,2014-15
1380,,0.2023,,2012-11-08,0052/2012,Coal,"TunYaZa(Mandalay)Mining Co.,Ltd",DOM,2015-11-07,LoiLin,NaungHe,,Small,,Shan,2014-15
1381,,0.2023,,2012-11-08,0053/2012,Coal,"TunYaZa(Mandalay)Mining Co.,Ltd",DOM,2015-11-07,LoiLin,NaungHe,,Small,,Shan,2014-15
1382,,0.0526,,2012-11-08,0054/2012,Coal,"Mega Stength Co.,Ltd",DOM,2015-11-07,Pinlaung,Galon,,Small,,Shan,2014-15
1383,,0.0344,,2012-11-08,0055/2012,Coal,"Mega Stength Co.,Ltd",DOM,2015-11-07,Pinlaung,Galon,,Small,,Shan,2014-15
1384,,0.1032,,2012-11-08,0056/2012,Coal,"Mega Stength Co.,Ltd",DOM,2015-11-07,Pinlaung,Nampalin,,Small,,Shan,2014-15
1385,,0.063,,2012-11-08,0057/2012,Coal,"Mega Stength Co.,Ltd",DOM,2015-11-07,Pinlaung,Nampalin,,Small,,Shan,2014-15
1386,,0.2003,,2012-07-10,0113/2012,Antimony,"Shwe Lwal Maung Mining Co.,Ltd",DOM,2015-07-09,NaungTayar,popin,,Small,,Shan,2014-15
1387,,0.2003,,2012-08-30,0158/2012,Lead,"Shwe Moe Yan Co.,Ltd",DOM,2015-08-29,Kalaw,BawSai,,Small,,Shan,2014-15
1388,,0.2003,,2012-08-30,0159/2012,Lead,"Shwe Moe Yan Co.,Ltd",DOM,2015-08-29,Kalaw,BawSai,,Small,,Shan,2014-15
1389,,0.2003,,2012-10-02,0179/2012,Antimony,"Southern Powerful Dragon Co.,Ltd",DOM,2015-10-01,KyoukTalone Gyi,Katku,,Small,,Shan,2014-15
1390,,0.2003,,2012-10-02,0195/2012,Antimony,"Southern Powerful Dragon Co.,Ltd",DOM,2015-10-01,KyoukTalone Gyi,Katku,,Small,,Shan,2014-15
1391,,0.2003,,2012-10-22,0203/2012,Lead,"Top Ten Stars Production Co.,Ltd",DOM,2015-10-21,Kalaw,BawSai,,Small,,Shan,2014-15
1392,,0.172,,2012-10-22,0204/2012,Lead,"Top Ten Stars Production Co.,Ltd",DOM,2015-10-21,Kalaw,BawSai,,Small,,Shan,2014-15
1393,,0.1918,,2012-10-22,0205/2012,Lead,"Top Ten Stars Production Co.,Ltd",DOM,2015-10-21,Kalaw,BawSai,,Small,,Shan,2014-15
1394,,0.2003,,2012-12-20,0001/2013,Coal,"Roar Mining Co.,Ltd",DOM,2015-12-19,NaungLai,,,Small,,Shan,2014-15
1395,,0.2003,,2012-12-20,0001/2013,Antimony,LoiKhone Gold&Mineral Trading Co.Ltd,DOM,2015-12-19,MineShu,MineSan,,Small,,Shan,2014-15
1396,,0.2003,,2012-12-12,0017/2013,Lead,"Top Ten Stars Production Co.,Ltd",DOM,2015-12-11,Kalaw,Thaung Twin,,Small,,Shan,2014-15
1397,,0.2003,,2012-12-20,0018/2013,Lead,"Top Ten Stars Production Co.,Ltd",DOM,2015-12-19,Kalaw,Thaung Twin,,Small,,Shan,2014-15
1398,,0.2003,,2012-12-28,0019/2013,Lead,"Top Ten Stars Production Co.,Ltd",DOM,2015-12-27,Kalaw,Thaung Twin,,Small,,Shan,2014-15
1399,,0.2003,,2013-01-02,0020/2013,Lead,"Myanmar AungMyay Manufacturing Co.,Ltd",DOM,2016-01-01,Kalaw,Bawsai,,Small,,Shan,2014-15
1400,,0.2003,,2013-02-06,0021/2013,Lead,"Top Ten Stars Production Co.,Ltd",DOM,2016-02-05,Kalaw,Thaung Twin,,Small,,Shan,2014-15
