Code/Ref,Company_Name_cl,License_type_cl,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_acre_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl,Location_working 4,Coordinates of the license area,Column 10
 0012/2011,"Young Investment Group Co.,Ltd",Large,4.2.2011,2011-01-04,3.2.2036,2036-02-03,Limestone,Limestone,3.54108,3.54108,"Mandalay,SinKying,Myalaike Taung ",Mandalay,SinKying,Myalaike Taung ,,"93 C/5(765405, 782405, 782380,765380)",
 0013/2011,"Young Investment Group Co.,Ltd",Large,4.2.2011,2011-01-04,3.2.2036,2036-02-03,Limestone,Limestone,2.58195,2.58195,"Mandalay,ThaZi,Thapyae Taung",Mandalay,ThaZi,Thapyae Taung,,"93 D/(912335,927336, 927317,912317",
 0014/2011,"Young Investment Group Co.,Ltd",Large,4.2.2011,2011-01-04,3.2.2036,2036-02-03,Limestone,Limestone,2.02347,2.02347,"Mandalay,ThaZi,NgwarLabo Taung",Mandalay,ThaZi,NgwarLabo Taung,,"93D/5(912335,927336,927317, 912317)",
 0015/2011,"Young Investment Group Co.,Ltd",Large,4.2.2011,2011-01-04,3.2.2036,2036-02-03,Limestone,Limestone,2.46882,2.46882,"Mandalay,ThaZi,Nyung Pin Taung",Mandalay,ThaZi,Nyung Pin Taung,,"93D/5(916240,920243,933243, 940240, 940241, 946231)",
0044/2011,"Directorate of Military office of Chief of Defence Defence Industries, Ministy of Defence",Large,7.5.2010,2010-01-07,6.5.2035,2035-05-06,Iron,Iron,2.50101,2.50101,"Mandalay,PyinOoLwin, KyarTwinyae",Mandalay,PyinOoLwin, KyarTwinyae,,"93C/9(058550,066553,076550, 075535,065530, 060530,060540)",
0045/2011,"Directorate of Military office of Chief of Defence Defence Industries, Ministy of Defence",Large,7.5.2010,2010-01-07,6.5.2035,2035-05-06,Limestone,Limestone,1.46686,1.46686,"Mandalay,Ptheingyi,Kyauk Chaw",Mandalay,Ptheingyi,Kyauk Chaw,,"93 C/1+5(758522,781498, 783521, 771530, 774540,770538,779521,772518,766524)",
0046/2011,No.(3) Heavy Industry. Ministry Of Industry,Large,31.8.2011,2011-01-31,30.8.2020,2020-08-30,Glass Sand,Glass Sand,2.48078,2.48078,"Mandalay,Kyaukse,YinSwal Taung",Mandalay,Kyaukse,YinSwal Taung,,"93 C/6 F(698148,706167, 695155,720172, 714157,724158)",
0047/2011,No.(3) Heavy Industry. Ministry Of Industry,Large,31.8.2011,2011-01-31,30.8.2020,2020-08-30,Limestone,Limestone,0.84986,0.84986,"Mandalay,Kyaukse,ShweOhaMin Taung",Mandalay,Kyaukse,ShweOhaMin Taung,,"93 C/6 F(700172,707178, 707180, 714185, 715178,714176, 713177,702170)",
 0009/2012,"Good Brother Missionary
Co.,Ltd",Large,28.6.2012,2012-01-28,27.6.2022,2022-06-27,Limestone,Limestone,0.84986,0.84986,"Mandalay,PyinOoLwin,Kaungtan",Mandalay,PyinOoLwin,Kaungtan,,"94 B/4(750890,760890, 760880, 750880)",
 0010/2012,"Tripal A Cement Internatinal Co.,Ltd",Large,20.7.2012,2012-01-20,19.7.2022,2022-07-19,Limestone,Limestone,0.24282,0.24282,"Mandalay,Kyaukse,Taungtaw",Mandalay,Kyaukse,Taungtaw,,"93 C/6( 838095,832079, 840079, 847095)",
 0011/2012,Eden Energy & Natural Resources Development,Large,21.6.2012,2012-01-21,20.6.2017,2017-06-20,Barite,Baryte,3.13553,3.13553,"Mandalay,PyinOoLwin,Anyee Sakan",Mandalay,PyinOoLwin,Anyee Sakan,,"93 D/5(995525,995550, 010550, 010525)",
,Eden Energy & Natural Resources Development,Large,21.6.2012,2012-01-21,20.6.2017,2017-06-20,Barite,Baryte,3.13553,3.13553,"Mandalay,PyinOoLwin,Anyee Sakan",Mandalay,PyinOoLwin,Anyee Sakan,,"93 C/5(950540,950555, 975555, 975540)",
,Eden Energy & Natural Resources Development,Large,21.6.2012,2012-01-21,20.6.2017,2017-06-20,Barite,Baryte,1.67232,1.67232,"Mandalay,PyinOoLwin,Anyee Sakan",Mandalay,PyinOoLwin,Anyee Sakan,,"93 C/5(810630,820630, 820310, 810610)",
0051/2011,National Prosperity,Large,16-9-2011,2011-01-16,15-9-2036,2036-09-15,Gold,Gold,24.7066,24.7066,"Mandalay,Yamethin,Moehtimoemi",Mandalay,Yamethin,Moehtimoemi,,93 D/7,
0052/2011,Shwe Moe Yan,Large,16-9-2011,2011-01-16,15-9-2036,2036-09-15,Gold,Gold,34.3367,34.3367,"Mandalay,Yamethin,Moehtimoemi",Mandalay,Yamethin,Moehtimoemi,,93 D/7,
0014/2012,No.(1) Heavy Industry. Ministry Of Industry,Large,1.12.2012,2012-01-01,30.11.2022,2022-11-30,Limestone,Limestone,0.11938,0.11938,"Mandalay,ThaZi,PyiNyung",Mandalay,ThaZi,PyiNyung,,"93 s/4+8( 574879, 765879, 769875, 755860, 744868)",
 0003/2013,Mandalay Cement Industrial,Large,9.5.2013,2013-01-09,8.5.2023,2023-05-08,Limestone,Limestone,0.59895,0.59895,"Mandalay,Kyaukse,Sinhtet Taung",Mandalay,Kyaukse,Sinhtet Taung,,"93 C/6(802090,800093 , 807100,810097, 810090)",
 0002/2014,"Shwe Pouk Pouk Mining Co.,Ltd",Large,20.3.2014,2014-01-20,19.3.2024,2024-03-19,Coal,Coal,1.45285,1.45285,"Mandalay,ThaZi,KyatSakan",Mandalay,ThaZi,KyatSakan,,"93 D/5+9(005295,020295, 020285, 005285,004288,006289)",
 0003/2014,"Shwe Pouk Pouk Mining Co.,Ltd",Large,20.3.2014,2014-01-20,19.3.2024,2024-03-19,Coal,Coal,0.55038,0.55038,"Mandalay,ThaZi,KyatSakan",Mandalay,ThaZi,KyatSakan,,"93 D/5+9(018238,018240, 025227, 020224, 018236)",
 0005/2014,"Max Myanmar Co.,Ltd",Large,9.4.2014,2014-01-09,8.4.2024,2024-04-08,Limestone,Limestone,3.75152,3.75152,"Mandalay,ThaZi,Pyi Nyung",Mandalay,ThaZi,Pyi Nyung,,"93 D/5( 920190,935190, 935160,920160)",
 0007/2014,"Shwe Pouk Pouk Mining Co.,Ltd",Large,21.11.2014,2014-01-21,20.11.2024,2024-11-20,Coal,Coal,0.90247,0.90247,"Mandalay,ThaZi,KyatSakan",Mandalay,ThaZi,KyatSakan,,"93 D/5+9( 002295,005295, 006289,004288)       (018238,018236, 020224,020218,016217,  016219, 011230)",
 0008/2014,"Thu Ka Pan Thu Mining Co., Ltd",Large,26.11.2014,2014-01-26,25.11.2024,2024-11-25,Coal,Coal,0.93889,0.93889,"Mandalay,ThaZi,KyatSakan",Mandalay,ThaZi,KyatSakan,,"93 D/5(990292,992295, 995289, 993288 ) (988288,991288,992278,989278,988280) (989278,992278,994270,991270) (994258,998259,996256,996253,995253) (998248,999248,000245,998245) (006215,008215,010204,008204,003214,006214,006203,004203)",
 0010/2014,"Than Taw Myat Co.,Ltd",Large,3.12.2014,2014-01-03,2.12.2024,2024-12-02,Limestone,Limestone,0.52703,0.52703,"Mandalay,Kyaukse,Than Taw Myat",Mandalay,Kyaukse,Than Taw Myat,,"92 C/2+6( 745167,745172, 758174, 759172) (753177,753182,756182,756177)",
 0001/2015,"Htoo Han Thit Co.,Ltd",Large,7.1.2015,2015-01-07,6.1.2025,2025-01-06,Marble,Marble,0.40469,0.40469,"Mandalay,Simku,Ngwe Taung",Mandalay,Simku,Ngwe Taung,,"93 B/3(586278,592278, 595265, 594265,590570,591272, 587274)",
0016/2015,Myint Investment Group,Large,17.6.2015,2015-01-17,16.6.2040,2040-06-16,Limestone,Limestone,2.19749,2.19749,"Mandalay,Madaya,Taung Kan",Mandalay,Madaya,Taung Kan,,"94B/4+8 (754879,765879,769875, 755860, 744868)(786882,790882,789873,784873)",
0020/2015,"Khaing Mar Toe Co.,Ltd",Large,5.8.2015,2015-01-05,4.8.2040,2040-08-04,Marble,Marble,0.29947,0.29947,"Mandalay,Madaya,yatkansin",Mandalay,Madaya,yatkansin,,"93B/3 (582157,588157,589155,586154, 589149,585151,580155)",
0017/2015,Myanmar Economic Corporation,Large,1.7.2015,2015-01-01,25.1.2025,2025-01-25,Marble,Marble,0.14974,0.14974,"Mandalay,Madaya,Sakying",Mandalay,Madaya,Sakying,,"93B/3 (572022,575022,576020,576017, 573017,572020)",
0026/2015,Myanmar Economic Holding Limited,Large,16.9.2015,2015-01-16,26.7.2020,2020-07-26,Limestone,Limestone,0.87414,0.87414,"Mandalay,Kyaukse,Ngwarlaekaouk",Mandalay,Kyaukse,Ngwarlaekaouk,,"93C/6( 773205,776208,780208,784205, 785200,780196,780200,774200)",
0019/2015,Myanmar Economic Holding Limited,Large,22.7.2015,2015-01-22,23.1.2020,2020-01-23,Limestone,Limestone,0.57163,0.57163,"Mandalay,Kyaukse,Kyaukpakat",Mandalay,Kyaukse,Kyaukpakat,,"93C/6(800185,803183,804183,805183,807184, 810183,809178,807177802177,801178,799177, 797180,798182,797083,798184,,799185)",
19/1998,"Myanmar Goldern Point Family Co.,Ltd",Large,15.10.2013,2013-01-15,14.10.2018,2018-10-14,Gold,Gold,21.8535,21.8535,"Mandalay,Ptheingyi, phayoung taung",Mandalay,Ptheingyi, phayoung taung,,"93B/4+8(800830,806830,806820,795820)",
 002/2016,"Than Taw Myat Co.,Ltd",Large,27.1.2016,2016-01-27,26.1.2041,2041-01-26,Limestone,Limestone,0.59482,0.59482,"Mandalay,Ptheingyi,Taungnima Taung",Mandalay,Ptheingyi,Taungnima Taung,,"93C/6(768132,769132,770123,765123)(770107, 779107,779102,770102)",
17/1999,Myanmar Economic Holding Limited,Large,1.8.1999,1999-01-01,31.7.2019,2019-07-31,Granite,Granite,1.94253,1.94253,"Mon,kyaikto,Tin War Taung",Mon,kyaikto,Tin War Taung,,"94G/3(540100,557200,550180, 540180)",
0016 /2010,"Myanmar  Might Industru Co.,Ltd",Large,29.10.2010,2010-01-29,28.10.2020,2020-10-28,Limestone,Limestone,0.86552,0.86552,"Mon, Kyaimayaw,Needone Taung",Mon, Kyaimayaw,Needone Taung,,"94H/15(400840,403843,417819, 420882)",
 0009/2011,June Cement Industry Limited,Large,15.1.2015,2015-01-15,31.1.2036,2036-01-31,Granite,Granite,1.44233,1.44233,"Mon,Kyaimayaw,Pyar Taung",Mon,Kyaimayaw,Pyar Taung,,"94H/15(429841,434841,429822,428823,430825, 429826,431833,429834,430835,428838)",
 0032/2011,"Pacific Link Cement  Production Co.,Ltd",Large,16.3.2011,2011-01-16,15.3.2036,2036-03-15,Limestone,Limestone,1.29502,1.29502,"Mon,Kyaimayaw,Pyar Taung",Mon,Kyaimayaw,Pyar Taung,,"94H/15S(433822,444822,445819, 444817, 451814,450813,446814, 445815,439816, 439815,436816, 435813,437810, 436806, 442806, 441803,436803,433803,434811, 432811,427807,425809,427811, 432811)",
0040/2011,"Famar Phoe Yarzar Mining Co.,Ltd",Large,30.302011,2011-01-30,29.3.2021,2021-03-29,Limestone,Limestone,0.84986,0.84986,"Mon,Kyaimayaw, Arttayan Taung",Mon,Kyaimayaw, Arttayan Taung,,"94H/16(661615,658613,657612, 653612, 650613,650603,652604, 654603,656603, 656606,657607, 659607,661609)",
 0001/2012,SumcoSong Da Joint Stock Company,Large,16.3.2012,2012-01-16,15.3.2032,2032-03-15,Marble,Marble,2.37038,2.37038,"Rakhine,Taungkote,Naypu Taung",Rakhine,Taungkote,Naypu Taung,,"85J/10(701725,698737.702743,702747,700751, 703754,704758,705761,706763,707763,707762, 706758,706746,712741,714734,709724,709724, 703723)",
20/1999,Cornerstone Resources Myanmar Co.,Large,12.10.1999,1999-01-12,11.10.2019,2019-10-11,Zin,Zinc,8.00081,8.00081,"Shan(s),Minepon,Lonchain",Shan,Minepon,Lonchain,,"A 93 H NW 20° 36'07"" N 97° 27'09"",B 93 H NE 20° 36'07"" N 97° 30'01"",C 93 H NS 20° 32'51"" N 97° 27'09"",D 93 H NW 20° 32'51"" N 97° 30'01"")",
2/2003.,Eden Energy & Natural Resources Development,Large,11.3.2003,2003-01-11,10.3.2023,2023-03-10,Marble,Marble,2.20154,2.20154,"Shan(s), Pinloung, Tekyie",Shan, Pinloung, Tekyie,,"93D/11(250746,252747,251747, 249750, 252751,252754,254753, 256755,259752, 260750,262730, 270726,271722, 268722, 266725, 263725,266727, 259732,254738, 252742)",
 3/2005,No.(3) Heavy Industry. Ministry Of Industry,Large,20.1.2005,2005-01-20,19.1.2025,2025-01-19,Gypsum,Gypsum,7.1072,7.1072,"Shan(s),Moukmal,Nanlouk",Shan,Moukmal,Nanlouk,,92H/12,
12/2010.,"Top Ten Star Producton Co.,Ltd",Large,1.7.2010,2010-01-01,30.6.2020,2020-06-30,Lead,Lead,1.69162,1.69162,"Shan(s),Kalaw,Baw Saing",Shan,Kalaw,Baw Saing,,"93D/13LM(317352,318354,320351,320349, 319348,317350)",
0029/2011,"Ngwe Yi Pale Mining Co.,Ltd",Large,8.3.2011,2011-01-08,7.3.2021,2021-03-07,Coal,Coal,8.82234,8.82234,"Shan(s),Yat Sout,Baw Saing",Shan,Yat Sout,Baw Saing,,"93G/1(733577,760577,760540,730563,733563)",
0033/2011,"Kanbawza Industry Co.,Ltd",Large,25.3.2011,2011-01-25,24.3.2021,2021-03-24,Limestone,Limestone,2.59838,2.59838,"Shan(s),Taunggyi,pinpat",Shan,Taunggyi,pinpat,,"93H/2M(739075,745073,749088, 743090)",
 0002/2012,"Asia Kabar Myae Co.,Ltd",Large,3.12.2011,2011-01-03,2.12.2016,2016-12-02,Gold,Gold,24.9951,24.9951,"Shan(s),Kalay,Shweminphone",Shan,Kalay,Shweminphone,,93D/6,
 0012/2012,"San Pya Industry Co.,Ltd",Large,14.9.2012,2012-01-14,13.9.2022,2022-09-13,Barite,Baryte,0.60704,0.60704,"Shan(s),Yengan,dotehtoeyae",Shan,Yengan,dotehtoeyae,,"93C/7+8(943769,944767,947770, 950765, 951766,947774)",
 0002/2013,"United Masterprise Co,.Ltd",Large,1.1.2013,2013-01-01,31.12.2023,2023-12-31,Barite,Baryte,0.41044,0.41044,"Shan(s),Kalaw, Baw Saing",Shan,Kalaw, Baw Saing,,"93D/9(290414,291414,295397, 296397)",
 0001/2014,"GPS Jointventure 
Company",Large,22.1.2014,2014-01-22,22.1.2029,2029-01-22,Lead,Lead,2.00324,2.00324,"Shan(s),Kalaw,Baw Saing",Shan,Kalaw,Baw Saing,,93C/16 93D/13LM,
 0001/2014,Dragon Cement,Large,28..2.2014,2014-01-28,27.2.2024,2024-02-27,Coal,Coal,1.41643,1.41643,"Shan(s),Nansan,Kaungyaline",Shan,Nansan,Kaungyaline,,"93G/12H/9(396440,413433, 414427,395428)",
 0004/2015,"Tripal A Cement Internatinal Co.,Ltd",Large,11.2.2015,2015-01-11,10.2.2025,2025-02-10,Limestone,Limestone,0.25496,0.25496,"Shan(s),Yengan, Kanyo Taung",Shan,Yengan, Kanyo Taung,,"93C/F(841020,845018,840013, 836016)",
0014/2014,"Kanbawza Industry Co.,Ltd",Large,30.12.2014,2014-01-30,30.12.2024,2024-12-30,Gypsum,Gypsum,1.01174,1.01174,"Shan(s),Moukmal,Nanlouk",Shan,Moukmal,Nanlouk,,"93H/12S(381395,387395,387392, 394392, 394380,387380,387388 ,381387)",
 0009/2015,Lwal Chal Nagar Mining,Large,29.4.2015,2015-01-29,28.4.2025,2025-04-28,Coal,Coal,1.00162,1.00162,"Shan(s),laechar,Narman",Shan,laechar,Narman,,"94J/12N(430650,435650,435645,430645), (430645,435645,435640,430640) (430640, 435640,435635,430635)(435650,440650,440645, 435645)(435645,440645,4406401,435640)",
  0012/2015,"Dragon Cement Co.,Ltd",Large,"24.8.1999
3.6.2015",1999-01-24,"23.8.2019
23.8.2019",2019-08-23,Limestone,Limestone,1.14375,1.14375,"Shan(s),Pinloung,Mying Twin",Shan,Pinloung,Mying Twin,,"93D/11LR(221812,224812,225809,228206,228804,130802,230797,223794,220794,218793,219796,219799,220800,218802,219803,220803,222805,221808,220809)",
  0027/2015,"Mandalay Distribution & Mining Co.,Ltd",Large,20.10.2015,2015-01-20,19.10.2025,2025-10-19,Coal,Coal,1.21408,1.21408,"Shan(s),Nansan, Naunghee",Shan,Nansan, Naunghee,,"93H/13 (476423,485427,490412,482408)",
14/2010,"Tripal A Cement Internatinal Co.,Ltd",Large,7.4.2015,2015-01-07,6.4.2020,2020-04-06,Coal,Coal,0.28422,0.28422,"Shan(N),Thipaw,San Laung",Shan,Thipaw,San Laung,,"93E/8(145783,219729,202699, 1287432)",
 2/2004,"UE Export & Import Co.,Ltd",Large,31.3.2004,2004-01-31,30.3.2019,2019-03-30,Coal,Coal,7.40996,7.40996,"Shan(N),Thipaw, Makaw",Shan,Thipaw, Makaw,,"93F/10(194670,194700,170700, 170670)",
 0006/2010,Win Myint Moe Industry,Large,31.12.2009,2009-01-31,30.12.2024,2024-12-30,Lead & Zinc Associated,Lead and Zinc Associated,38.4282,38.4282,"Shan(N),Namtu,Namtu",Shan,Namtu,Namtu,,"93E/8(145783,219729,202699, 1287432)",
 0009/2010,"Linn Paye Mining Co.,Ltd",Large,1.5.2010,2010-01-01,30.4.2020,2020-04-30,Lead & Zinc Associated,Lead and Zinc Associated,10.0337,10.0337,"Shan(N),Naungcho,Yatanartheigi",Shan,Naungcho,Yatanartheigi,,"93B/6(280050,280020), 93B/10(320050,320020)",
 0013/2010,"Ngwe Yi Pale Mining Co.,Ltd",Large,31.8.2010,2010-01-31,30.8.2020,2020-08-30,Lead & Zinc Associated,Lead and Zinc Associated,11.3183,11.3183,"Shan(N),Thipaw,Nanma",Shan,Thipaw,Nanma,,"93F/10+14(710200,763244, 780275, 806264, 710191)",
 0004/2011,"Green Buyar Mining Co., Ltd",Large,18.1.2011,2011-01-18,17.1.2012,2021-01-17,Quartz,Quartz,2.30008,2.30008,"Shan(N),Namkham,Mammine",Shan,Namkham,Mammine,,"93E/10(574484,584484,584470, 574470)",
 0019/2011,"Mine Htet Co.,Ltd",Large,15.2.2011,2011-01-15,14.2.2021,2021-02-14,Coal,Coal,0.59976,0.59976,"Shan(N),Tangyan,Mampan",Shan,Tangyan,Mampan,,"Block(1) 93J/1,2,5&6(EU 276 383,FU 278 383, GU 278 371,HU 276 371)Block(2)93 J/1,2,5,6   (A - U 282 408,B - U 284 408,C- U 284 396, D- U 282 396)Block(3) 93 J/1,2,5,6(I - U 257 338,J - U 259 338,K - U 259 327,L - U 257 327)",
0021/2011,"Ngwe Yi Pale Mining Co.,Ltd",Large,16.2.2011,2011-01-16,15.2.2021,2021-02-15,Coal,Coal,0.80939,0.80939,"Shan(N),lashio,Harput",Shan,lashio,Harput,,"93J/2(278063) 93J/7(032246, 035243, 036239, 037237)93J/6 (295060,292064,286065 )",
0028/2011,"Ngwe Yi Pale Mining Co.,Ltd",Large,8.3.2011,2011-01-08,7.3.2036,2036-03-07,Bauxite,Bauxite,3.96601,3.96601,"Shan(N),Kyaukmal,Ban Bawe Kyint",Shan,Kyaukmal,Ban Bawe Kyint,,"93B/7(961152,961118,974127, 990130,990143)",
0030/2011,"Ngwe Yi Pale Mining Co.,Ltd",Large,8.3.2011,2011-01-08,7.3.2036,2036-03-07,Limestone,Limestone,1.82113,1.82113,"Shan(N),Naungcho, Loneyone",Shan,Naungcho, Loneyone,,"93B/10(283087,294093, 304085,289097)",
0039/2011,"Ngwe Yi Pale Mining Co.,Ltd",Large,30.3.2011,2011-01-30,29.3.2021,2021-03-29,Coal,Coal,1.88183,1.88183,"Shan(N),Tangyan, Narngwe",Shan,Tangyan, Narngwe,,"93J/2(1740872,175073,186075, 184083) (178064,180055,190057, 188066,185065, 185066)(902247, 904240,911240,911245, 909247)",
0038/2011,"Ngwe Yi Pale Mining Co.,Ltd",Large,30.3.2011,2011-01-30,29.3.2021,2021-03-29,Gypsum,Gypsum,0.60704,0.60704,"Shan(N),Thipaw,Ywarthit",Shan,Thipaw,Ywarthit,,"93F/6(202197,208197,205184, 202184) (202197,208197,205184, 202184)",
0049/2011,"Ngwe Yi Pale Mining Co.,Ltd",Large,20.10.2011,2011-01-20,19.10.2021,2021-10-19,Coal,Coal,0.60704,0.60704,"Shan(N),lashio, Minepar",Shan,lashio, Minepar,,"93E/16(867667,874666,877654, 869658)",
0043/2011,"Directorate of Military office of Chief of Defence Defence Industries, Ministy of Defence",Large,7.5.2010,2010-01-07,6.5.2035,2035-05-06,Coal,Coal,2.22197,2.22197,"Shan(N),lashio,Nanma",Shan,lashio,Nanma,,"93F/14(794279,803278,819296, 811301, 797287,797285)",
 0001/2013,"First Resource Co,.Ltd",Large,1.1.2013,2013-01-01,31.12.2023,2023-12-31,Gypsum,Gypsum,0.62291,0.62291,"Shan(N),Thipaw,Karlane",Shan,Thipaw,Karlane,,"93F/6(158128,167127,167123,170124,172123, 162114, 160116, 164120,160120)",
 0004/2014,Myanmar Ah Htut Ah Htite Mining,Large,20.5.2015,2015-01-20,1.4.2024,2024-04-01,Coal,Coal,1.83727,1.83727,"Shan(N),Kyaukmal, Nar Saing",Shan,Kyaukmal, Nar Saing,,"93B/14(620110,626110,626105,610090,605095, 609107)",
 0003/2015,"Tripal A Cement
 Internatinal Co.,Ltd",Large,4.2.2015,2015-01-04,3.2.2025,2025-02-03,Gypsum,Gypsum,0.60704,0.60704,"Shan(N),Thipaw,Kwinpyin",Shan,Thipaw,Kwinpyin,,"93F/6(194188,197186,185165,182166)",
 0007/2015,"Myanmar Arrow Head Mining Co.,Ltd",Large,1.4.2015,2015-01-01,31.3.2025,2025-03-31,Marble,Marble,0.76083,0.76083,"Shan(N),Namkham, hinlone",Shan,Namkham, hinlone,,"93E/9(454562,455556,448542,443547)",
0015/2015,Myanmar Economic Corporation,Large,17.6.2015,2015-01-17,31.5.2025,2025-05-31,Gypsum,Gypsum,0.31882,0.31882,"Shan(N),Thipaw,Mantaung",Shan,Thipaw,Mantaung,,"93F/6(222214,226220,229222,230221,231217, 225213,224214,223213)",
 0006/2016,"Ngwe Yi Pale Mining Co.,Ltd",Large,24.2.2016,2016-01-24,23.2.2041,2041-02-23,Limestone,Limestone,0.35613,0.35613,"Shan(N),Naungcho,Ohnmakar",Shan,Naungcho,Ohnmakar,,"93B/11(272044,274045,277038,275037,275038, 274038)(272044,274045,277038,275037,275038, 274038)",
 0004/2010,Myanmar Economic Corporation,Large,18.11.2015,2015-01-18,17.3.2035,2035-03-17,Coal,Coal,13.7596,13.7596,"Shan ( E ),Minesat,Minekote",Shan,Minesat,Minekote,,"93P/6(376120,398120,398111,402111,402100, 411100,411092, 420092,420080,412080, 412070, 386070,386080,376080)",
19/1999,"No.(2)Heavy Industry, Ministry of Industry",Large,1.8.1999,1999-01-01,31.7.2019,2019-07-31,Limestone,Limestone,15.5403,15.5403,"Ayeyarwaddy,Kyan Khine,Htone Taung",Ayeyarwady,Kyan Khine,Htone Taung,,"85Q/4(160400,160430,120400, 120430)",
41/2000,"No.(2)Heavy Industry, Ministry of Industry",Large,15.11.2000,2000-01-15,14.11.2020,2020-11-14,Limestone,Limestone,0.40469,0.40469,"Ayeyarwaddy, Kyan Khine,Natme Taung",Ayeyarwady, Kyan Khine,Natme Taung,,"85Q/4(120410,120440,090410, 090440)",
 3/2003,"No.(2)Heavy Industry, Ministry of Industry",Large,11.7.2003,2003-01-11,10.7.2023,2023-07-10,Glass Sand,Glass Sand,0.13938,0.13938,"Ayeyarwaddy,Ngaputaw,Sinkuugyi",Ayeyarwady,Ngaputaw,Sinkuugyi,, 95L/11T(570870) ,
0605/2010,"Shew SaPar Mining Co.,Ltd",Small,9.9.2015,2015-01-09,8.9.2016,2016-09-08,"Lead & Zinc ,Copper","Lead, Zinc and Copper",0.0809,0.0809,"Kachin, Bhamaw, SinKhan",Kachin, Bhamaw, SinKhan,,"92 H / 4 (790822, 798826, 790819)",
0325/2011,"San Linn International Export & Import Co.,Ltd",Small,25.3.2015,2015-01-25,24.3.2016,2016-03-24,Iron,Iron,0.2003,0.2003,"Kachin,Chipwi,LanYan ",Kachin,Chipwi,LanYan ,,"92K/5(031210, 031217,034217,034210)  ",
0343/2011,"Alwan Taung Mining Co.,Ltd",Small,29.3.2016,2016-01-29,28.3.2017,2017-03-28,Tin/Tungsten Associated,Tin and Tungsten Associated,0.2003,0.2003,"Kachin, Chipwi, Phemaw",Kachin, Chipwi, Phemaw,,"
92 K / 9 (481194, 485197, 488194, 484190)",
0344/2011,"Alwan Taung Mining Co.,Ltd",Small,29.3.2016,2016-01-29,28.3.2017,2017-03-28,Tin/Tungsten Associated,Tin and Tungsten Associated,0.2003,0.2003,"Kachin, Chipwi, Phemaw",Kachin, Chipwi, Phemaw,,"
92 K / 9 (478198, 482201, 485197, 481194)",
0345/2011,"Alwan Taung Mining Co.,Ltd",Small,29.3.2016,2016-01-29,28.3.2017,2017-03-28,Tin/Tungsten Associated,Tin and Tungsten Associated,0.2003,0.2003,"Kachin, Chipwi, Phemaw",Kachin, Chipwi, Phemaw,,"
92 K / 9 (476202, 480205, 483201, 479198)",
0346/2011,"Alwan Taung Mining Co.,Ltd",Small,29.3.2016,2016-01-29,28.3.2017,2017-03-28,Tin/Tungsten Associated,Tin and Tungsten Associated,0.2003,0.2003,"Kachin, Chipwi, Phemaw",Kachin, Chipwi, Phemaw,,"
92 K / 9 (468215, 473216, 474211, 469210)",
0353/2011,"San Linn International Export & Import Co.,Ltd",Small,29.3.2015,2015-01-29,28.3.2016,2016-03-28,"Lead & Zinc
Associated",Lead and Zinc Associated,0.2003,0.2003,"Kachin, Chipwi, Panwa-1",Kachin, Chipwi, Panwa-1,,"92K/6 (196834,200834,200828,196828) ",
0354/2011,"San Linn International Export & Import Co.,Ltd",Small,29.3.2015,2015-01-29,28.3.2016,2016-03-28,"Lead & Zinc
Associated",Lead and Zinc Associated,0.2003,0.2003,"Kachin, Chipwi, Panwa-2",Kachin, Chipwi, Panwa-2,,"92K/6(196826,200826,200820,196820)  ",
0355/2011,"San Linn International Export & Import Co.,Ltd",Small,29.3.2015,2015-01-29,28.3.2016,2016-03-28,"Lead & Zinc
Associated",Lead and Zinc Associated,0.2003,0.2003,"Kachin, Chipwi, Panwa-4",Kachin, Chipwi, Panwa-4,,"92 K/6(200828,204828,204822,200822)  ",
0003/2012,"Shew SaPar Mining Co.,Ltd",Small,12.1.2016,2016-01-12,11.1.2017,2017-01-11,"Lead & Zinc,Copper Associated","Lead, Zinc and Copper Associated",0.2003,0.2003,"Kachin, Bhamaw, SinKhan",Kachin, Bhamaw, SinKhan,,"
92 H / 4 (780816, 786822, 87818)",
0004/2012,"Shew SaPar Mining Co.,Ltd",Small,12.1.2016,2016-01-12,11.1.2017,2017-01-11,"Lead & Zinc,Copper Associated","Lead, Zinc and Copper Associated",0.2003,0.2003,"Kachin, Bhamaw, SinKhan",Kachin, Bhamaw, SinKhan,,"
92 H / 4 (799825, 806829, 801822)",
0007/2014,"Shew SaPar Mining Co.,Ltd",Small,30.12.2013,2013-01-30,29.12.2016,2016-12-29,"Lead & Zinc,Copper Associated","Lead, Zinc and Copper Associated",0.2003,0.2003,"Kachin, Bhamaw, SinKhan",Kachin, Bhamaw, SinKhan,,"92 H / 4 (785823, 792824, 792823, 789822, 789820, 787818, 786822, 782818, 781819)",
0008/2014,"Shew SaPar Mining Co.,Ltd",Small,30.12.2013,2013-01-30,29.12.2016,2016-12-29,"Lead & Zinc,Copper Associated","Lead, Zinc and Copper Associated",0.2003,0.2003,"Kachin, Bhamaw, SinKhan",Kachin, Bhamaw, SinKhan,,"92 H / 4 (797829, 800828, 801827, 799826, 800824, 798823, 797826, 793823, 793824)",
