Code/Ref,Company_Name_cl,License_type_cl,Date of application,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_acre_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl,location_working 4,Coordinates of the license area,Column 11
0879/2010,"Yadanar Zayar Co.,Ltd",Small,,2014-12-24T00:00:00Z,2014-12-24,2015-12-23T00:00:00Z,2015-12-23,Gold,Gold,0.0809,0.0809,"Mandalay,Tharzi,ShoukPinYoe",Mandalay,Tharzi,ShoukPinYoe,,"93B/2(791140,791138,789138,789140)",
0035/2011,"Shwe Pyi Thar Co.,Ltd",Small,,2015-01-18T00:00:00Z,2015-01-18,2016-01-17T00:00:00Z,2016-01-17,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,WarPhyuTaung",Mandalay,Singu,WarPhyuTaung,,"93B/1(855226,856226,856222,851222)",
0036/2011,"Shwe Pyi Thar Co.,Ltd",Small,,2015-01-18T00:00:00Z,2015-01-18,2016-01-17T00:00:00Z,2016-01-17,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,WarPhyuTaung",Mandalay,Singu,WarPhyuTaung,,"93B/1(858229,859225,856224,856226)",
0070/2011,"ThakedeeAung Shwe Moe Co.,Ltd",Small,,2015-01-18T00:00:00Z,2015-01-18,2016-01-17T00:00:00Z,2016-01-17,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,KhuLae",Mandalay,Singu,KhuLae,,"84N(726112,727112,725103,724103)",
0074/2011,"ThakedeeAung Shwe Moe Co.,Ltd",Small,,2015-01-18T00:00:00Z,2015-01-18,2016-01-17T00:00:00Z,2016-01-17,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,KhuLae",Mandalay,Singu,KhuLae,,"84N(725112,726112,724103,723103)",
0077/2011,"Htet Yee Lin Co.,Ltd",Small,,2014-01-18T00:00:00Z,2014-01-18,2015-01-17T00:00:00Z,2015-01-17,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,KyeTaukPouk",Mandalay,Singu,KyeTaukPouk,,"83B/2(773164,775165,779162,780157,773163)",
0078/2011,"Shwe War Taung Co.,Ltd",Small,,2015-01-18T00:00:00Z,2015-01-18,2016-01-17T00:00:00Z,2016-01-17,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Kwin(30)",Mandalay,Singu,Kwin(30),,"93B/1(841298,847240,849240,843238,841234)",
0037/2011," YadanarKatayThike Co.,Ltd",Small,,2015-01-18T00:00:00Z,2015-01-18,2016-01-17T00:00:00Z,2016-01-17,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,WarPhyuTaung",Mandalay,Singu,WarPhyuTaung,,"93D/7(885660,887660,887654,885654)",
0153/2011,"Shwe Thant Oo Co.,ltd",Small,,2014-02-07T00:00:00Z,2014-02-07,2015-02-06T00:00:00Z,2015-02-06,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe,," 93B/2( 793155, 794155,794145,792145) ",
0154/2011,"Myanmar Golden Point Family Co.,Ltd",Small,,2015-02-07T00:00:00Z,2015-02-07,2016-02-06T00:00:00Z,2016-02-06,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay,,"93D/7(885660,862241,862236,860236)",
0155/2011,"Myanmar Golden Point Family Co.,Ltd",Small,,2015-02-07T00:00:00Z,2015-02-07,2016-02-06T00:00:00Z,2016-02-06,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay,,"93D/1(851238,855238,855236,851236)",
0156/2011,"Myanmar Golden Point Family Co.,Ltd",Small,,2015-02-07T00:00:00Z,2015-02-07,2016-02-06T00:00:00Z,2016-02-06,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay,,"93D/1(848240,851240,851236,848236)",
0157/2011,"Myanmar Golden Point Family Co.,Ltd",Small,,2015-02-07T00:00:00Z,2015-02-07,2016-02-06T00:00:00Z,2016-02-06,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay,,"93D/1(855237,860237,860234,858234,855235)",
0158/2011,"Myanmar Golden Point Family Co.,Ltd",Small,,2015-02-07T00:00:00Z,2015-02-07,2016-02-06T00:00:00Z,2016-02-06,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay,,"93D/1(858234,860234,859229,856226,856227)",
0159/2011,"Myanmar Golden Point Family Co.,Ltd",Small,,2015-02-07T00:00:00Z,2015-02-07,2016-02-06T00:00:00Z,2016-02-06,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay,,"93D/1(862241,864241,864237,862237)",
0160/2011,"Myanmar Golden Point Family Co.,Ltd",Small,,2015-02-07T00:00:00Z,2015-02-07,2016-02-06T00:00:00Z,2016-02-06,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,ThaPayarChat",Mandalay,Singu,ThaPayarChat,,"93D/1(866187,872184,872183,868183,866186)",
0196/2011,"Pyi Thar Naing Co.,Ltd",Small,,2015-04-25T00:00:00Z,2015-04-25,2016-04-24T00:00:00Z,2016-04-24,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe,,"93B/2(772159,884158,884158,771152,772151, 7711514)",
0197/2011,"Pyi Thar Naing Co.,Ltd",Small,,2015-04-25T00:00:00Z,2015-04-25,2016-04-24T00:00:00Z,2016-04-24,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe,,"93B/2(769160,771160,772159,772157,568156)",
0208/2011,"Asia AmyuTay Co.,Ltd",Small,,2013-10-22T00:00:00Z,2013-10-22,2014-10-21T00:00:00Z,2014-10-21,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,,"93B/2(860199,862200,862195,859195)",
0221/2011,"Eternal Mining Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone,,"93B/2(860199,862200,862195,859195)",
0222/2011,"Eternal Mining Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone,,93B/2,
0223/2011,"Eternal Mining Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone,,"93B/2(859215,861209,860207,858209,859212)",
0224/2011,"Eternal Mining Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone,,"93B/2(859217,862210,861209,859215)",
0225/2011,"Eternal Mining Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone,,93B/2,
0226/2011,"Eternal Mining Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone,,93B/3,
0227/2011,"Eternal Mining Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone,,93B/4,
0228/2011,"Eternal Mining Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone,,"93B/2(860221,862221,862217,859217)",
0229/2011,"Eternal Mining Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone,,"93B/2(838228,842228,842226,838226)",
0230/2011,"Eternal Mining Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone,,"93B/2(859207,860207,863210,864208,860206)",
0232/2011,"Shwe War Taung Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Kwin(30)",Mandalay,Singu,Kwin(30),,"93B/1(861250,866250,866249,860248,857248)",
0239/2011,"Future Engineeing Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Kwin(30)",Mandalay,Singu,Kwin(30),,"93B/1(853242,855243,859243,855240)",
0240/2011,"Future Engineeing Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Kwin(30)",Mandalay,Singu,Kwin(30),,"93B/1(848243,850244,852243,849240,848240)",
0270/2011,"Kan Lin Thu Co.,Ltd",Small,,2011-03-24T00:00:00Z,2011-03-24,2014-03-23T00:00:00Z,2014-03-23,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,,93B/1,
0271/2011,Aung Nan Thyafu,Small,,2011-03-24T00:00:00Z,2011-03-24,2014-03-23T00:00:00Z,2014-03-23,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe,,93B/1,
0277/2011,"Naing Myint Mo Co.,Ltd",Small,,2015-03-24T00:00:00Z,2015-03-24,2016-03-23T00:00:00Z,2016-03-23,Gold,Gold,0.0172,0.0172,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe,,"93B/2(766166,768166,768165,766165)",
0278/2011,"Shwe Thant Oo Co.,ltd",Small,,2015-03-24T00:00:00Z,2015-03-24,2016-03-23T00:00:00Z,2016-03-23,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe,,"93B/2(769148,773146,770144,769144,767146)",
0279/2011,"Aung Htun Lin Shein Win Co.,Ltd",Small,,2015-03-24T00:00:00Z,2015-03-24,2016-03-23T00:00:00Z,2016-03-23,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe,,"93B/2(776168,779168,779165,781162,779162)",
0280/2011,"Aung Htun Lin Shein Win Co.,Ltd",Small,,2015-03-24T00:00:00Z,2015-03-24,2016-03-23T00:00:00Z,2016-03-23,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe,,"93B/2( 779162,781162,783158,783156, 781156) ",
0281/2011,"Aung Htun Lin Shein Win Co.,Ltd",Small,,2015-03-24T00:00:00Z,2015-03-24,2016-03-23T00:00:00Z,2016-03-23,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe,,"92B/2(773152,775151,778150,778149,772150)",
0282/2011,"Aung Htun Lin Shein Win Co.,Ltd",Small,,2015-03-24T00:00:00Z,2015-03-24,2016-03-23T00:00:00Z,2016-03-23,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe,,"93B/2(771162,774164,781156,777154,775157)",
0287/2011,"Shwe War Taung Co.,Ltd",Small,,2015-03-24T00:00:00Z,2015-03-24,2016-03-23T00:00:00Z,2016-03-23,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone,,"93B/1(843238,845230,843231,842235)",
0386/2011,"Pyae Son Aung Co.,Ltd",Small,,2014-12-01T00:00:00Z,2014-12-01,2015-11-30T00:00:00Z,2015-11-30,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,,"93B/2(947044,948045,952045,952045,958042,  947042)",
0387/2011,"Pyae Son Aung Co.,Ltd",Small,,2014-12-01T00:00:00Z,2014-12-01,2015-11-30T00:00:00Z,2015-11-30,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,,93B/1,
0390/2011,Kokant Golden Dragon,Small,,2014-12-05T00:00:00Z,2014-12-05,2015-12-04T00:00:00Z,2015-12-04,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay,,93B/1,
0391/2011,Kokant Golden Dragon,Small,,2014-12-05T00:00:00Z,2014-12-05,2015-12-04T00:00:00Z,2015-12-04,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay,,"93B/1+2(835227,836228,836222,834222) ",
0392/2011,Kokant Golden Dragon,Small,,2014-12-05T00:00:00Z,2014-12-05,2015-12-04T00:00:00Z,2015-12-04,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay,,"93B/1+2(832227,834227,834220,823330) ",
0393/2011,Kokant Golden Dragon,Small,,2014-12-05T00:00:00Z,2014-12-05,2015-12-04T00:00:00Z,2015-12-04,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay,,"93B/1+2(831227,832227,832220,830220) ",
0401/2011,"Good Luck International Co.,Ltd",Small,,2014-12-05T00:00:00Z,2014-12-05,2015-12-04T00:00:00Z,2015-12-04,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone,,"93B/1(843234,845234,847229,844228,844230) ",
0402/2011,"Good Luck International Co.,Ltd",Small,,2014-12-05T00:00:00Z,2014-12-05,2015-12-04T00:00:00Z,2015-12-04,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone,,"93B/1(846239,845234,843235,842238) ",
0405/2011,NyaungOoThar,Small,,2012-12-31T00:00:00Z,2012-12-31,2013-12-30T00:00:00Z,2013-12-30,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,,"93B/2(794144,793139,794139,797144,794145, 792144) ",
0009/2012,"Golden Bright Moon Co.,Ltd",Small,,2012-01-18T00:00:00Z,2012-01-18,2015-01-17T00:00:00Z,2015-01-17,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,KyeTaukPouk",Mandalay,Singu,KyeTaukPouk,," 93B/3( 762168,764168,764163,762163) ",
0011/2012,"Pyae Son Aung Co.,Ltd",Small,,2015-02-03T00:00:00Z,2015-02-03,2016-02-02T00:00:00Z,2016-02-02,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,,"93B/2(975040,96803,969042,973041)",
0025/2012,"YandarnarShwePonCo.,Ltd",Small,,2013-02-13T00:00:00Z,2013-02-13,2014-02-12T00:00:00Z,2014-02-12,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,,"95B/29948063,952063,949060,94601)",
0033/2012,"Kyaw So Ya Co.,Ltd",Small,,2012-01-10T00:00:00Z,2012-01-10,2015-01-09T00:00:00Z,2015-01-09,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,ChaungGyi",Mandalay,Singu,ChaungGyi,,"93B/2(753219,754217,750215,749217)",
0034/2012,"Shwe Thein Than Kabar Co.,ltd",Small,,2015-01-11T00:00:00Z,2015-01-11,2016-01-10T00:00:00Z,2016-01-10,Gold,Gold,0.0809,0.0809,"Mandalay,Thabeakkyin,7 mile",Mandalay,Thabeakkyin,7 mile,,"93B/1(783392,785392,784387,782388)",
0035/2012,"Shwe Thein Than Kabar Co.,ltd",Small,,2015-01-11T00:00:00Z,2015-01-11,2016-01-10T00:00:00Z,2016-01-10,Gold,Gold,0.0809,0.0809,"Mandalay,Thabeakkyin,7 mile",Mandalay,Thabeakkyin,7 mile,,"93B/1(785392,787393,787388,785387)",
0044/2012,"HtarWaYaKankaungThaw Shwe Co.,Ltd",Small,,2015-02-10T00:00:00Z,2015-02-10,2016-02-09T00:00:00Z,2016-02-09,Gold,Gold,0.0809,0.0809,"Mandalay,Thabeakkyin,KhuLae",Mandalay,Thabeakkyin,KhuLae,,"84N/14(724100,725100,728091,727091)",
0069/2012,"Yadanar ShwePone Co.,Ltd",Small,,2015-02-15T00:00:00Z,2015-02-15,2016-02-14T00:00:00Z,2016-02-14,Gold,Gold,0.0809,0.0809,"Mandalay,Thabeakkyin,Nat Taung",Mandalay,Thabeakkyin,Nat Taung,,"93B/2 SR ( 698038,971038,971035,968035)",
0072/2012,"Tun Shwe Sin Co.,Ltd",Small,,2012-02-15T00:00:00Z,2012-02-15,2015-02-14T00:00:00Z,2015-02-14,Gold,Gold,0.0809,0.0809,"Mandalay,Thabeakkyin,Nat Taung",Mandalay,Thabeakkyin,Nat Taung,,"93B/2(971059,976059,976055,975055) ",
0074/2012,"Yadanar ShwePone Co.,Ltd",Small,,2015-02-15T00:00:00Z,2015-02-15,2016-02-14T00:00:00Z,2016-02-14,Gold,Gold,0.0809,0.0809,"Mandalay,Thabeakkyin,Nat Taung",Mandalay,Thabeakkyin,Nat Taung,,"93B/2SR(976036,976039,975039,975040,974041, 974038, 974036)",
0075/2012,"Yadanar ShwePone Co.,Ltd",Small,,2015-02-15T00:00:00Z,2015-02-15,2016-02-14T00:00:00Z,2016-02-14,Gold,Gold,0.0809,0.0809,"Mandalay,Thabeakkyin,Nat Taung",Mandalay,Thabeakkyin,Nat Taung,,"93B/2(971059,976059,976055,975055,975058, 972058, 972055,971055)",
0077/2012,"Yadanar ShwePone Co.,Ltd",Small,,2015-02-15T00:00:00Z,2015-02-15,2016-02-14T00:00:00Z,2016-02-14,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,,"93B/2 SR( 956045, 958045, 958040, 956040) ",
0087/2012,"Tun Shwe Sin Co.,Ltd",Small,,2014-04-27T00:00:00Z,2014-04-27,2015-04-26T00:00:00Z,2015-04-26,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Parpaw",Mandalay,Singu,Parpaw,,"93B/2(977040,978040,977043,957043,975038, 976038) ",
0088/2012,"Tun Shwe Sin Co.,Ltd",Small,,2014-04-27T00:00:00Z,2014-04-27,2015-04-26T00:00:00Z,2015-04-26,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Parpaw",Mandalay,Singu,Parpaw,,"93B/2(971045,972043,975041,974045)",
0089/2012,"Tun Shwe Sin Co.,Ltd",Small,,2014-04-27T00:00:00Z,2014-04-27,2015-04-26T00:00:00Z,2015-04-26,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Parpaw",Mandalay,Singu,Parpaw,,"93B/2(977052,976053,972050,975049) ",
0090/2012,"Ngwe Hinn Khine Co.,Ltd",Small,,2014-04-27T00:00:00Z,2014-04-27,2015-04-26T00:00:00Z,2015-04-26,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,WarpyoChat",Mandalay,Singu,WarpyoChat,," 93B/3( 960055,957053,958057,961058) ",
0091/2012,"Ngwe Hinn Khine Co.,Ltd",Small,,2014-04-27T00:00:00Z,2014-04-27,2015-04-26T00:00:00Z,2015-04-26,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,WarpyoChat",Mandalay,Singu,WarpyoChat,,"93B/2(954053,955056,958057,957053) ",
0092/2012,"TheinThan KyweWa Co.,Ltd",Small,,2014-04-27T00:00:00Z,2014-04-27,2015-04-26T00:00:00Z,2015-04-26,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,WarpyoChat",Mandalay,Singu,WarpyoChat,,"93B/2(955064,975065,956068,953067) ",
0093/2012,ThaPayAung(Mogekok),Small,,2014-04-27T00:00:00Z,2014-04-27,2015-04-26T00:00:00Z,2015-04-26,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe,,"92B/2(765177,765175,768175,767180)",
0094/2012,"Pyae Son Aung Co.,Ltd",Small,,2014-04-27T00:00:00Z,2014-04-27,2015-04-26T00:00:00Z,2015-04-26,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,,"93B/2(963055,964053,961049,960051) ",
0095/2012,"Pyae Son Aung Co.,Ltd",Small,,2014-04-27T00:00:00Z,2014-04-27,2015-04-26T00:00:00Z,2015-04-26,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,,"93B/2(952053,954053,953048,951048) ",
0096/2012,"Pyae Son Aung Co.,Ltd",Small,,2014-04-27T00:00:00Z,2014-04-27,2015-04-26T00:00:00Z,2015-04-26,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,,"93B/2(953050,954053,957053,954049)",
0115/2012,"Pyae Son Aung Co.,Ltd",Small,,2014-06-28T00:00:00Z,2014-06-28,2015-06-27T00:00:00Z,2015-06-27,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,,"93B/2(952075,953075,950069,949069) ",
0116/2012,"Pyae Son Aung Co.,Ltd",Small,,2014-06-28T00:00:00Z,2014-06-28,2015-06-27T00:00:00Z,2015-06-27,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,,"93B/2(943062,946068,947068,944062)",
0117/2012,"Pyae Son Aung Co.,Ltd",Small,,2014-06-28T00:00:00Z,2014-06-28,2015-06-27T00:00:00Z,2015-06-27,Gold,Gold,0.0610,0.061,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,,"93B/2( 948061,950061,950159,949059, 949057, 948057)",
0122/2012,"Pyi Thar Naing Co.,Ltd",Small,,2014-08-08T00:00:00Z,2014-08-08,2015-08-07T00:00:00Z,2015-08-07,Gold,Gold,0.0610,0.061,"Mandalay,Singu,7 mile",Mandalay,Singu,7 mile,,"93B/1(763421,763419,768419,768421)",
0123/2012,"Pyi Thar Naing Co.,Ltd",Small,,2014-08-08T00:00:00Z,2014-08-08,2015-08-07T00:00:00Z,2015-08-07,Gold,Gold,0.0610,0.061,"Mandalay,Singu,7 mile",Mandalay,Singu,7 mile,,"93B/1(763419,763417,768417,768419)",
0124/2012,"Shwe Su Su Than Co.,Ltd",Small,,2014-08-08T00:00:00Z,2014-08-08,2015-08-07T00:00:00Z,2015-08-07,Gold,Gold,0.0809,0.0809,"Mandalay,Thabeakkyin, ChaungGyi",Mandalay,Thabeakkyin, ChaungGyi,,"93B/2(765209,764214,766214,767209)",
0126/2012,"PhyoAungThiriKyaw Co.,ltd",Small,,2012-08-08T00:00:00Z,2012-08-08,2013-08-07T00:00:00Z,2013-08-07,Gold,Gold,0.0607,0.0607,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay,,"93B/2(849233,852233,852230,851230) ",
0127/2012,"Shwe Than Da Nan Co.,Ltd",Small,,2014-08-08T00:00:00Z,2014-08-08,2015-08-07T00:00:00Z,2015-08-07,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,ChaungGyi",Mandalay,Singu,ChaungGyi,,"93B/2(768207,771207,770203,768203)",
0133/2012,"Eternal Mining Co.,Ltd",Small,,2012-08-20T00:00:00Z,2012-08-20,2013-08-19T00:00:00Z,2013-08-19,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay,,"93B/1(847235,852235,852233,849233)",
0134/2012,"Tun Shwe Sin Co.,Ltd",Small,,2014-08-20T00:00:00Z,2014-08-20,2015-08-19T00:00:00Z,2015-08-19,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,," 93B/2( 965050,962047,960048,964052)",
0135/2012,"Tun Shwe Sin Co.,Ltd",Small,,2014-08-20T00:00:00Z,2014-08-20,2015-08-19T00:00:00Z,2015-08-19,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung,,"93B/2(965043,965047,963048,961046)",
0143/2012,"Shwe Chaung Gyi Co.,Ltd",Small,,2014-08-20T00:00:00Z,2014-08-20,2015-08-19T00:00:00Z,2015-08-19,Gold,Gold,0.0380,0.038,"Mandalay,Thabeakkyin,ChaungGyi",Mandalay,Thabeakkyin,ChaungGyi,,"93B/2(757212,759212,759210,756210)",
0165/2012,"Shwe Htoo San Co.,Ltd",Small,,2012-09-05T00:00:00Z,2012-09-05,2013-09-04T00:00:00Z,2013-09-04,Gold,Gold,0.0809,0.0809,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone,,"93B/1(751283,755284,755282,763417)",
0151/2012,"Shwe Shwe Li Co.,Ltd",Small,,2014-09-05T00:00:00Z,2014-09-05,2015-09-04T00:00:00Z,2015-09-04,Gold,Gold,0.0809,0.0809,"Mandalay, Yamathin,WarPhyuTaung",Mandalay, Yamathin,WarPhyuTaung,,"93D/7+11(004609,007609,007606,004606)",
0152/2012,"Shwe Shwe Li Co.,Ltd",Small,,2014-09-05T00:00:00Z,2014-09-05,2015-09-04T00:00:00Z,2015-09-04,Gold,Gold,0.0809,0.0809,"Mandalay, Yamathin,WarPhyuTaung",Mandalay, Yamathin,WarPhyuTaung,,"93D/7+11(007609,010609,010606,007606) ",
0153/2012,"Shwe Shwe Li Co.,Ltd",Small,,2014-09-05T00:00:00Z,2014-09-05,2015-09-04T00:00:00Z,2015-09-04,Gold,Gold,0.0809,0.0809,"Mandalay, Yamathin,WarPhyuTaung",Mandalay, Yamathin,WarPhyuTaung,,"93D/7+11(000606,006606,006614,000604) ",
0154/2012,"Shwe Shwe Li Co.,Ltd",Small,,2014-09-05T00:00:00Z,2014-09-05,2015-09-04T00:00:00Z,2015-09-04,Gold,Gold,0.0809,0.0809,"Mandalay, Yamathin,WarPhyuTaung",Mandalay, Yamathin,WarPhyuTaung,,"93D/7+11(000604,003604,003601,000601)",
0155/2012,"Shwe Shwe Li Co.,Ltd",Small,,2014-09-05T00:00:00Z,2014-09-05,2015-09-04T00:00:00Z,2015-09-04,Gold,Gold,0.0809,0.0809,"Mandalay, Yamathin,WarPhyuTaung",Mandalay, Yamathin,WarPhyuTaung,," 93D/ 7+11(003604,006604,006601,003601)",
0156/2012,"Shwe Shwe Li Co.,Ltd",Small,,2014-09-05T00:00:00Z,2014-09-05,2015-09-04T00:00:00Z,2015-09-04,Gold,Gold,0.0809,0.0809,"Mandalay, Yamathin,WarPhyuTaung",Mandalay, Yamathin,WarPhyuTaung,,"93D/7+11(000601,003601,003598,000598) ",
0157/2012,"Shwe Shwe Li Co.,Ltd",Small,,2014-09-05T00:00:00Z,2014-09-05,2015-09-04T00:00:00Z,2015-09-04,Gold,Gold,0.0809,0.0809,"Mandalay, Yamathin,WarPhyuTaung",Mandalay, Yamathin,WarPhyuTaung,,"93D/7(003601,006601,006598,003598) ",
